Job Title,Company,Location,Country,Flag,Tier,Search Keyword,Posted Date,Crawl Date,Source,Easy Apply,Remote / Workplace,Match Score,Visa Sponsorship Mentioned,Required Skills,Resume File Path,Applied Status,Notes,Job URL,City,City Openings
مهندس ذكاء اصطناعي | Artificial Intelligence Engineer,شركة الفكر الرقمي للاتصالات وتقنية المعلومات,"شركة الفكر الرقمي للاتصالات وتقنية المعلومات
Riyadh",Saudi Arabia,🇸🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.indeed.com/viewjob?jk=3fe316a9e19aa889,"شركة الفكر الرقمي للاتصالات وتقنية المعلومات
Riyadh",1
Software Engineer,GE Aerospace,"GE Aerospace
Doha",Qatar,🇶🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_QATAR.docx,No,,https://www.indeed.com/viewjob?jk=269d9f5073a5cf58,"GE Aerospace
Doha",1
EW DevOps Engineer Supervising Associate (F/M/D),EY,"EY
Amsterdam",Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=becff10363978e79,"EY
Amsterdam",1
DevOps Engineer Schade Expat & Reis,De Goudse Verzekeringen,"De Goudse Verzekeringen
2801 Gouda",Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=e5c2a0f87198299b,"De Goudse Verzekeringen
2801 Gouda",1
Junior DevOps Engineer,KPN,"KPN
Hybride werken in Rotterdam",Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=0e1548c91a21c1b9,"KPN
Hybride werken in Rotterdam",1
Platform Engineer,Catawiki,"Catawiki
Hybride werken in Amsterdam",Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=ced8985fa532d964,"Catawiki
Hybride werken in Amsterdam",1
Cloud Security Engineer,Vrije Universiteit Amsterdam,"Vrije Universiteit Amsterdam
Hybride werken in Nederland",Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=ed8739f066372798,"Vrije Universiteit Amsterdam
Hybride werken in Nederland",1
Systems Engineer,Digital Realty,"Digital Realty
Amsterdam",Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=20a63bda28c80520,"Digital Realty
Amsterdam",1
"Software Engineer, Data Infrastructure & Acquisition - Amsterdam, Netherlands",Speechify,"Speechify
Thuiswerk in Amsterdam",Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=d79146e95795d9da,"Speechify
Thuiswerk in Amsterdam",1
Senior Consultant – End User Technology (EUT) Engineer,Deloitte,"Deloitte
Hybride werken in 3072 Rotterdam",Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=7d289c3fb9188638,"Deloitte
Hybride werken in 3072 Rotterdam",1
Tech Lead Platform Engineering,Budget Thuis,"Budget Thuis
Hybride werken in 1017 Amsterdam Centrum",Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=3ddf40d102404608,"Budget Thuis
Hybride werken in 1017 Amsterdam Centrum",1
System engineer end user computing,Gemeente Maastricht,"Gemeente Maastricht
Hybride werken in Gemeente Maastricht",Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=62d0e2ea3c3c9ecc,"Gemeente Maastricht
Hybride werken in Gemeente Maastricht",1
Modern Workplace Engineer,VINCI Energies,"VINCI Energies
Hybride werken in Eindhoven",Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=ecd5693ace63a3a7,"VINCI Energies
Hybride werken in Eindhoven",1
Maintenance Monteur - Storing & Onderhoud,MSD,"MSD
Boxmeer",Netherlands,🇳🇱,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=97f5653545f05fd2,"MSD
Boxmeer",1
Maintenance Monteur - Storing & Onderhoud,MSD,MSDBoxmeer,Netherlands,🇳🇱,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=a1b2c3d4e5f67890,MSDBoxmeer,1
Cloud Security Engineer,Vrije Universiteit Amsterdam,"Vrije Universiteit Amsterdam
Hybride werken in 1081 Amsterdam Zuid",Netherlands,🇳🇱,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=f36376c08015272d,"Vrije Universiteit Amsterdam
Hybride werken in 1081 Amsterdam Zuid",1
Senior platform engineer,ProRail,"ProRail
Utrecht",Netherlands,🇳🇱,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=f4fdbca505e0b971,"ProRail
Utrecht",1
Platform Engineer,CZ,"CZ
Hybride werken in 5038 Tilburg",Netherlands,🇳🇱,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=5142fcb70be1efde,"CZ
Hybride werken in 5038 Tilburg",1
Big Data Engineer,VodafoneZiggo,"VodafoneZiggo
Hybride werken in 3511 Utrecht",Netherlands,🇳🇱,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=1124f98b466651c1,"VodafoneZiggo
Hybride werken in 3511 Utrecht",2
Test Engineer,SSC-ICT (Ministerie van BZK),"SSC-ICT (Ministerie van BZK)
Den Haag",Netherlands,🇳🇱,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=571f3d27bb8fc053,"SSC-ICT (Ministerie van BZK)
Den Haag",1
SR Big Data Engineer,VodafoneZiggo,"VodafoneZiggo
Hybride werken in 3511 Utrecht",Netherlands,🇳🇱,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=7838d86272c79560,"VodafoneZiggo
Hybride werken in 3511 Utrecht",2
Radiotransmissie Architect/ Engineer,Ministerie van Defensie,"Ministerie van Defensie
3818 Amersfoort",Netherlands,🇳🇱,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.indeed.com/viewjob?jk=9916a578e6f9f247,"Ministerie van Defensie
3818 Amersfoort",1
Senior Software Engineer,Mastercard,"Mastercard
Dublin, County Dublin",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=01a724fd48cc3c1b,"Mastercard
Dublin",2
Sr Specialist - AI Operations,Bristol-Myers Squibb,"Bristol-Myers Squibb
Remote in Dublin, County Dublin",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=8fe26be3f8554191,"Bristol-Myers Squibb
Remote in Dublin",1
Sr. Site Reliability Engineer,OpenText,"OpenText
Cork, County Cork",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=df3dc70576903b80,"OpenText
Cork",1
Senior AI Software Engineer,Johnson Controls,"Johnson Controls
Cork, County Cork",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=4a80fbe2eaf1faf9,"Johnson Controls
Cork",1
Platform Engineer II,Mastercard,"Mastercard
Dublin, County Dublin",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=cdaa2d153ba0c667,"Mastercard
Dublin",2
Senior Software Engineer I,LexisNexis Risk Solutions,"LexisNexis Risk Solutions
Dublin, County Dublin",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=7af9769d934ce04e,"LexisNexis Risk Solutions
Dublin",1
Senior Software Engineer I,RELX,"RELX
Dublin, County Dublin",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=1d6c49530decca15,"RELX
Dublin",1
UKI Technology Consulting - Automation Test Manager,EY,"EY
Hybrid work in DUBLIN 2, County Dublin",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=e18d24673c98c305,"EY
Hybrid work in DUBLIN 2",2
Senior Software Engineer - Webex,Cisco Systems,"Cisco Systems
Hybrid work in Galway, County Galway",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=43a3aa5cda13c35b,"Cisco Systems
Hybrid work in Galway",2
Software Engineer - Webex,Cisco Systems,"Cisco Systems
Hybrid work in Galway, County Galway",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=86d18e2cb95efcef,"Cisco Systems
Hybrid work in Galway",2
FS Technology Consulting - Senior Solution Architect - Senior Manager/Director - Dublin,EY,"EY
Hybrid work in DUBLIN 2, County Dublin",Ireland,🇮🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=59f27bff9e1bd1e1,"EY
Hybrid work in DUBLIN 2",2
Senior Azure Administrator,Version 1,"Version 1
Dublin, County Dublin",Ireland,🇮🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=ad2deffa05cde77b,"Version 1
Dublin",1
Innealtóir Léirithe Réigiúnach/Regional Production Engineer,RTÉ,"RTÉ
Carraroe, County Galway",Ireland,🇮🇪,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=13fdba18a7ff50ff,"RTÉ
Carraroe",1
Innealtóir Léirithe Réigiúnach/Regional Production Engineer,RTÉ,"RTÉCarraroe, County Galway",Ireland,🇮🇪,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=0f1e2d3c4b5a6978,RTÉCarraroe,1
Innealtóir Léirithe Réigiúnach/Regional Production Engineer,Raidió Teilifís Éireann,"Raidió Teilifís Éireann
Galway, County Galway",Ireland,🇮🇪,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=d8581bfe67916840,"Raidió Teilifís Éireann
Galway",1
Director of Software Engineering,JPMorganChase,"JPMorganChase
DUBLIN 2, County Dublin",Ireland,🇮🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=c4a7b475749d152a,"JPMorganChase
DUBLIN 2",1
Service Operations Technical Analyst,Fexco,"Fexco
County Kerry",Ireland,🇮🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=97ebfbc3e21076aa,"Fexco
County Kerry",1
Senior Microsoft Dynamics 365 CE & Power Platform Engineer,Codec,"Codec
Hybrid work in Dublin, County Dublin",Ireland,🇮🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_IRELAND.docx,No,,https://www.indeed.com/viewjob?jk=458bd9f01b417f5f,"Codec
Hybrid work in Dublin",1
Senior Software Engineer,Leapit Nordics AB,"Leapit Nordics AB
211 34 Malmö",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=a93da4de651982e8,"Leapit Nordics AB
211 34 Malmö",1
Cloud Platform Engineer,Telia Company AB,"Telia Company AB
Solna",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=cf862e2da9602824,"Telia Company AB
Solna",1
AI Engineer till Knowit i Umeå,Knowit Sweden,"Knowit Sweden
903 29 Umeå",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=878314df42f579ba,"Knowit Sweden
903 29 Umeå",1
DevSecOps Engineer,Agile Resources AB,"Agile Resources AB
Göteborg",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=b7f2772a6f61c182,"Agile Resources AB
Göteborg",1
Development & DevOps Engineer,Friday Väst AB,"Friday Väst AB
111 30 Stockholm",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=5e3547f0f26dcf1a,"Friday Väst AB
111 30 Stockholm",1
Junior Cloud Engineer,IPercept Technology AB,"IPercept Technology AB
114 28 Stockholm",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=4a3997d41347635b,"IPercept Technology AB
114 28 Stockholm",1
"Operations Manager, Sales Engineering, Northwest Europe","SOTI Ireland Ltd, Filial Sverige","SOTI Ireland Ltd, Filial Sverige
416 64 Göteborg",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=5308442028819ad5,SOTI Ireland Ltd,1
Software Developers Telecom,ALTEN Sverige,"ALTEN Sverige
Göteborg",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=c6907b78e21459af,"ALTEN Sverige
Göteborg",1
"Operations Manager, Sales Engineering, Northwest Europe",SOTI Inc.,"SOTI Inc.
Göteborg",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=2095f37e73e5f235,"SOTI Inc.
Göteborg",1
"Operations Manager, Sales Engineering, Northwest Europe",SOTI Inc.,SOTI Inc.Göteborg,Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=890abcdef0123456,SOTI Inc.Göteborg,1
Solution Engineer - Integration Platform,Sandvik,"Sandvik
Stockholm",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=05490f3da6a09b6b,"Sandvik
Stockholm",2
Solution Engineer - Integration Delivery,Sandvik,"Sandvik
Stockholm",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=7e15e72a1155af3f,"Sandvik
Stockholm",2
Dev Ops engineer,Säkerhetspolisen,"Säkerhetspolisen
Stockholm",Sweden,🇸🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=546b9c5fe26ea2df,"Säkerhetspolisen
Stockholm",1
Practice Specialist - Engineering,Wipro Limited,"Wipro Limited
111 57 Stockholm",Sweden,🇸🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=61df1d41589a0204,"Wipro Limited
111 57 Stockholm",1
"Senior ML Engineer, Model builder and trainer",BookBeat,"BookBeat
111 34 Stockholm",Sweden,🇸🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=8a722cf3b9c79630,"BookBeat
111 34 Stockholm",1
Data Engineer,Cypher Consulting Europe,"Cypher Consulting Europe
Distansjobb in Stockholm",Sweden,🇸🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=232d9fc7bf55c54e,"Cypher Consulting Europe
Distansjobb in Stockholm",1
Senior Electrical Engineer,Microsoft,"Microsoft
Gävle",Sweden,🇸🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=8784664143141900,"Microsoft
Gävle",1
Platform Engineer,Techrytera AB,"Techrytera AB
113 46 Stockholm",Sweden,🇸🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=5ba4eaadc9cb94f9,"Techrytera AB
113 46 Stockholm",1
Erfarna beräkningsingenjörer till Advanced Platforms ﻿,Saab,"Saab
Linköping",Sweden,🇸🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=c88a0c57dcc6a1d1,"Saab
Linköping",1
Automation Engineer,Cytiva,"Cytiva
752 20 Uppsala",Sweden,🇸🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,https://www.indeed.com/viewjob?jk=e4b6958ac806e64d,"Cytiva
752 20 Uppsala",1
